id,name,slug,generation,cost,category,fling_power,effect,short_effect,sprite,sourceUrl
1256,tr68,tr68,,4000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1256/
1257,tr69,tr69,,6000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1257/
1258,tr70,tr70,,10000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1258/
1259,tr71,tr71,,16000,all-machines,130,,,,https://pokeapi.co/api/v2/item/1259/
1260,tr72,tr72,,16000,all-machines,120,,,,https://pokeapi.co/api/v2/item/1260/
1261,tr73,tr73,,16000,all-machines,120,,,,https://pokeapi.co/api/v2/item/1261/
1262,tr74,tr74,,10000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1262/
1263,tr75,tr75,,16000,all-machines,100,,,,https://pokeapi.co/api/v2/item/1263/
1264,tr76,tr76,,6000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1264/
1265,tr77,tr77,,6000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1265/
1266,tr78,tr78,,10000,all-machines,95,,,,https://pokeapi.co/api/v2/item/1266/
1267,tr79,tr79,,6000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1267/
1268,tr80,tr80,,6000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1268/
1269,tr81,tr81,,6000,all-machines,95,,,,https://pokeapi.co/api/v2/item/1269/
1270,tr82,tr82,,4000,all-machines,20,,,,https://pokeapi.co/api/v2/item/1270/
1271,tr83,tr83,,4000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1271/
1272,tr84,tr84,,6000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1272/
1273,tr85,tr85,,2000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1273/
1274,tr86,tr86,,10000,all-machines,90,,,,https://pokeapi.co/api/v2/item/1274/
1275,tr87,tr87,,6000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1275/
1276,tr88,tr88,,6000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1276/
1277,tr89,tr89,,16000,all-machines,110,,,,https://pokeapi.co/api/v2/item/1277/
1278,tr90,tr90,,10000,all-machines,90,,,,https://pokeapi.co/api/v2/item/1278/
1279,tr91,tr91,,4000,all-machines,10,,,,https://pokeapi.co/api/v2/item/1279/
1280,tr92,tr92,,6000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1280/
1281,tr93,tr93,,10000,all-machines,85,,,,https://pokeapi.co/api/v2/item/1281/
1282,tr94,tr94,,10000,all-machines,95,,,,https://pokeapi.co/api/v2/item/1282/
1283,tr95,tr95,,6000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1283/
1284,tr96,tr96,,10000,all-machines,90,,,,https://pokeapi.co/api/v2/item/1284/
1285,tr97,tr97,,10000,all-machines,85,,,,https://pokeapi.co/api/v2/item/1285/
1286,tr98,tr98,,6000,all-machines,85,,,,https://pokeapi.co/api/v2/item/1286/
1287,tr99,tr99,,6000,all-machines,80,,,,https://pokeapi.co/api/v2/item/1287/
1288,tm00,tm00,,10000,all-machines,None,,,images/items/tm00.png,https://pokeapi.co/api/v2/item/1288/
1289,lonely-mint,lonely_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1289/
1290,adamant-mint,adamant_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1290/
1291,naughty-mint,naughty_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1291/
1292,brave-mint,brave_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1292/
1293,bold-mint,bold_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1293/
1294,impish-mint,impish_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1294/
1295,lax-mint,lax_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1295/
1296,relaxed-mint,relaxed_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1296/
1297,modest-mint,modest_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1297/
1298,mild-mint,mild_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1298/
1299,rash-mint,rash_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1299/
1300,quiet-mint,quiet_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1300/
1301,calm-mint,calm_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1301/
1302,gentle-mint,gentle_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1302/
1303,careful-mint,careful_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1303/
1304,sassy-mint,sassy_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1304/
1305,timid-mint,timid_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1305/
1306,hasty-mint,hasty_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1306/
1307,jolly-mint,jolly_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1307/
1308,naive-mint,naive_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1308/
1309,serious-mint,serious_mint,,20,nature-mints,10,,,,https://pokeapi.co/api/v2/item/1309/
1310,wishing-piece,wishing_piece,,20,collectibles,50,,,,https://pokeapi.co/api/v2/item/1310/
1311,cracked-pot,cracked_pot,,1600,evolution,80,,,,https://pokeapi.co/api/v2/item/1311/
1312,chipped-pot,chipped_pot,,38000,evolution,80,,,,https://pokeapi.co/api/v2/item/1312/
1313,hi-tech-earbuds,hi_tech_earbuds,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1313/
1314,fruit-bunch,fruit_bunch,,2200,curry-ingredients,10,,,,https://pokeapi.co/api/v2/item/1314/
1315,moomoo-cheese,moomoo_cheese,,2200,curry-ingredients,20,,,,https://pokeapi.co/api/v2/item/1315/
1316,spice-mix,spice_mix,,400,curry-ingredients,50,,,,https://pokeapi.co/api/v2/item/1316/
1317,fresh-cream,fresh_cream,,950,curry-ingredients,10,,,,https://pokeapi.co/api/v2/item/1317/
1318,packaged-curry,packaged_curry,,950,curry-ingredients,10,,,,https://pokeapi.co/api/v2/item/1318/
1319,coconut-milk,coconut_milk,,950,curry-ingredients,10,,,,https://pokeapi.co/api/v2/item/1319/
1320,instant-noodles,instant_noodles,,150,curry-ingredients,10,,,,https://pokeapi.co/api/v2/item/1320/
1321,precooked-burger,precooked_burger,,150,curry-ingredients,10,,,,https://pokeapi.co/api/v2/item/1321/
1322,gigantamix,gigantamix,,15000,curry-ingredients,50,,,,https://pokeapi.co/api/v2/item/1322/
1323,wishing-chip,wishing_chip,,0,unused,None,,,,https://pokeapi.co/api/v2/item/1323/
1324,rotom-bike--water-mode,rotom_bike_water_mode,,0,unused,None,,,,https://pokeapi.co/api/v2/item/1324/
1325,catching-charm,catching_charm,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1325/
1326,old-letter,old_letter,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1326/
1327,band-autograph,band_autograph,,0,unused,None,,,,https://pokeapi.co/api/v2/item/1327/
1328,sonias-book,sonias_book,,0,plot-advancement,None,,,,https://pokeapi.co/api/v2/item/1328/
1329,rotom-catalog,rotom_catalog,,0,gameplay,None,,,,https://pokeapi.co/api/v2/item/1329/
1330,dynamax-crystal-and458,dynamax_crystal_and458,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1330/
1331,dynamax-crystal-and15,dynamax_crystal_and15,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1331/
1332,dynamax-crystal-and337,dynamax_crystal_and337,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1332/
1333,dynamax-crystal-and603,dynamax_crystal_and603,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1333/
1334,dynamax-crystal-and390,dynamax_crystal_and390,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1334/
1335,dynamax-crystal-sgr6879,dynamax_crystal_sgr6879,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1335/
1336,dynamax-crystal-sgr6859,dynamax_crystal_sgr6859,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1336/
1337,dynamax-crystal-sgr6913,dynamax_crystal_sgr6913,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1337/
1338,dynamax-crystal-sgr7348,dynamax_crystal_sgr7348,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1338/
1339,dynamax-crystal-sgr7121,dynamax_crystal_sgr7121,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1339/
1340,dynamax-crystal-sgr6746,dynamax_crystal_sgr6746,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1340/
1341,dynamax-crystal-sgr7194,dynamax_crystal_sgr7194,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1341/
1342,dynamax-crystal-sgr7337,dynamax_crystal_sgr7337,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1342/
1343,dynamax-crystal-sgr7343,dynamax_crystal_sgr7343,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1343/
1344,dynamax-crystal-sgr6812,dynamax_crystal_sgr6812,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1344/
1345,dynamax-crystal-sgr7116,dynamax_crystal_sgr7116,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1345/
1346,dynamax-crystal-sgr7264,dynamax_crystal_sgr7264,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1346/
1347,dynamax-crystal-sgr7597,dynamax_crystal_sgr7597,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1347/
1348,dynamax-crystal-del7882,dynamax_crystal_del7882,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1348/
1349,dynamax-crystal-del7906,dynamax_crystal_del7906,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1349/
1350,dynamax-crystal-del7852,dynamax_crystal_del7852,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1350/
1351,dynamax-crystal-psc596,dynamax_crystal_psc596,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1351/
1352,dynamax-crystal-psc361,dynamax_crystal_psc361,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1352/
1353,dynamax-crystal-psc510,dynamax_crystal_psc510,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1353/
1354,dynamax-crystal-psc437,dynamax_crystal_psc437,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1354/
1355,dynamax-crystal-psc8773,dynamax_crystal_psc8773,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1355/
1356,dynamax-crystal-lep1865,dynamax_crystal_lep1865,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1356/
1357,dynamax-crystal-lep1829,dynamax_crystal_lep1829,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1357/
1358,dynamax-crystal-boo5340,dynamax_crystal_boo5340,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1358/
1359,dynamax-crystal-boo5506,dynamax_crystal_boo5506,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1359/
1360,dynamax-crystal-boo5435,dynamax_crystal_boo5435,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1360/
1361,dynamax-crystal-boo5602,dynamax_crystal_boo5602,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1361/
1362,dynamax-crystal-boo5733,dynamax_crystal_boo5733,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1362/
1363,dynamax-crystal-boo5235,dynamax_crystal_boo5235,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1363/
1364,dynamax-crystal-boo5351,dynamax_crystal_boo5351,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1364/
1365,dynamax-crystal-hya3748,dynamax_crystal_hya3748,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1365/
1366,dynamax-crystal-hya3903,dynamax_crystal_hya3903,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1366/
1367,dynamax-crystal-hya3418,dynamax_crystal_hya3418,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1367/
1368,dynamax-crystal-hya3482,dynamax_crystal_hya3482,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1368/
1369,dynamax-crystal-hya3845,dynamax_crystal_hya3845,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1369/
1370,dynamax-crystal-eri1084,dynamax_crystal_eri1084,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1370/
1371,dynamax-crystal-eri472,dynamax_crystal_eri472,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1371/
1372,dynamax-crystal-eri1666,dynamax_crystal_eri1666,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1372/
1373,dynamax-crystal-eri897,dynamax_crystal_eri897,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1373/
1374,dynamax-crystal-eri1231,dynamax_crystal_eri1231,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1374/
1375,dynamax-crystal-eri874,dynamax_crystal_eri874,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1375/
1376,dynamax-crystal-eri1298,dynamax_crystal_eri1298,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1376/
1377,dynamax-crystal-eri1325,dynamax_crystal_eri1325,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1377/
1378,dynamax-crystal-eri984,dynamax_crystal_eri984,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1378/
1379,dynamax-crystal-eri1464,dynamax_crystal_eri1464,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1379/
1380,dynamax-crystal-eri1393,dynamax_crystal_eri1393,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1380/
1381,dynamax-crystal-eri850,dynamax_crystal_eri850,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1381/
1382,dynamax-crystal-tau1409,dynamax_crystal_tau1409,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1382/
1383,dynamax-crystal-tau1457,dynamax_crystal_tau1457,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1383/
1384,dynamax-crystal-tau1165,dynamax_crystal_tau1165,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1384/
1385,dynamax-crystal-tau1791,dynamax_crystal_tau1791,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1385/
1386,dynamax-crystal-tau1910,dynamax_crystal_tau1910,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1386/
1387,dynamax-crystal-tau1346,dynamax_crystal_tau1346,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1387/
1388,dynamax-crystal-tau1373,dynamax_crystal_tau1373,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1388/
1389,dynamax-crystal-tau1412,dynamax_crystal_tau1412,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1389/
1390,dynamax-crystal-cma2491,dynamax_crystal_cma2491,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1390/
1391,dynamax-crystal-cma2693,dynamax_crystal_cma2693,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1391/
1392,dynamax-crystal-cma2294,dynamax_crystal_cma2294,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1392/
1393,dynamax-crystal-cma2827,dynamax_crystal_cma2827,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1393/
1394,dynamax-crystal-cma2282,dynamax_crystal_cma2282,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1394/
1395,dynamax-crystal-cma2618,dynamax_crystal_cma2618,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1395/
1396,dynamax-crystal-cma2657,dynamax_crystal_cma2657,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1396/
1397,dynamax-crystal-cma2646,dynamax_crystal_cma2646,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1397/
1398,dynamax-crystal-uma4905,dynamax_crystal_uma4905,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1398/
1399,dynamax-crystal-uma4301,dynamax_crystal_uma4301,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1399/
1400,dynamax-crystal-uma5191,dynamax_crystal_uma5191,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1400/
1401,dynamax-crystal-uma5054,dynamax_crystal_uma5054,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1401/
1402,dynamax-crystal-uma4295,dynamax_crystal_uma4295,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1402/
1403,dynamax-crystal-uma4660,dynamax_crystal_uma4660,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1403/
1404,dynamax-crystal-uma4554,dynamax_crystal_uma4554,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1404/
1405,dynamax-crystal-uma4069,dynamax_crystal_uma4069,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1405/
1406,dynamax-crystal-uma3569,dynamax_crystal_uma3569,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1406/
1407,dynamax-crystal-uma3323,dynamax_crystal_uma3323,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1407/
1408,dynamax-crystal-uma4033,dynamax_crystal_uma4033,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1408/
1409,dynamax-crystal-uma4377,dynamax_crystal_uma4377,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1409/
1410,dynamax-crystal-uma4375,dynamax_crystal_uma4375,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1410/
1411,dynamax-crystal-uma4518,dynamax_crystal_uma4518,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1411/
1412,dynamax-crystal-uma3594,dynamax_crystal_uma3594,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1412/
1413,dynamax-crystal-vir5056,dynamax_crystal_vir5056,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1413/
1414,dynamax-crystal-vir4825,dynamax_crystal_vir4825,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1414/
1415,dynamax-crystal-vir4932,dynamax_crystal_vir4932,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1415/
1416,dynamax-crystal-vir4540,dynamax_crystal_vir4540,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1416/
1417,dynamax-crystal-vir4689,dynamax_crystal_vir4689,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1417/
1418,dynamax-crystal-vir5338,dynamax_crystal_vir5338,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1418/
1419,dynamax-crystal-vir4910,dynamax_crystal_vir4910,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1419/
1420,dynamax-crystal-vir5315,dynamax_crystal_vir5315,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1420/
1421,dynamax-crystal-vir5359,dynamax_crystal_vir5359,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1421/
1422,dynamax-crystal-vir5409,dynamax_crystal_vir5409,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1422/
1423,dynamax-crystal-vir5107,dynamax_crystal_vir5107,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1423/
1424,dynamax-crystal-ari617,dynamax_crystal_ari617,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1424/
1425,dynamax-crystal-ari553,dynamax_crystal_ari553,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1425/
1426,dynamax-crystal-ari546,dynamax_crystal_ari546,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1426/
1427,dynamax-crystal-ari951,dynamax_crystal_ari951,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1427/
1428,dynamax-crystal-ori1713,dynamax_crystal_ori1713,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1428/
1429,dynamax-crystal-ori2061,dynamax_crystal_ori2061,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1429/
1430,dynamax-crystal-ori1790,dynamax_crystal_ori1790,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1430/
1431,dynamax-crystal-ori1903,dynamax_crystal_ori1903,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1431/
1432,dynamax-crystal-ori1948,dynamax_crystal_ori1948,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1432/
1433,dynamax-crystal-ori2004,dynamax_crystal_ori2004,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1433/
1434,dynamax-crystal-ori1852,dynamax_crystal_ori1852,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1434/
1435,dynamax-crystal-ori1879,dynamax_crystal_ori1879,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1435/
1436,dynamax-crystal-ori1899,dynamax_crystal_ori1899,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1436/
1437,dynamax-crystal-ori1543,dynamax_crystal_ori1543,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1437/
1438,dynamax-crystal-cas21,dynamax_crystal_cas21,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1438/
1439,dynamax-crystal-cas168,dynamax_crystal_cas168,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1439/
1440,dynamax-crystal-cas403,dynamax_crystal_cas403,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1440/
1441,dynamax-crystal-cas153,dynamax_crystal_cas153,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1441/
1442,dynamax-crystal-cas542,dynamax_crystal_cas542,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1442/
1443,dynamax-crystal-cas219,dynamax_crystal_cas219,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1443/
1444,dynamax-crystal-cas265,dynamax_crystal_cas265,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1444/
1445,dynamax-crystal-cnc3572,dynamax_crystal_cnc3572,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1445/
1446,dynamax-crystal-cnc3208,dynamax_crystal_cnc3208,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1446/
1447,dynamax-crystal-cnc3461,dynamax_crystal_cnc3461,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1447/
1448,dynamax-crystal-cnc3449,dynamax_crystal_cnc3449,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1448/
1449,dynamax-crystal-cnc3429,dynamax_crystal_cnc3429,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1449/
1450,dynamax-crystal-cnc3627,dynamax_crystal_cnc3627,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1450/
1451,dynamax-crystal-cnc3268,dynamax_crystal_cnc3268,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1451/
1452,dynamax-crystal-cnc3249,dynamax_crystal_cnc3249,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1452/
1453,dynamax-crystal-com4968,dynamax_crystal_com4968,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1453/
1454,dynamax-crystal-crv4757,dynamax_crystal_crv4757,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1454/
1455,dynamax-crystal-crv4623,dynamax_crystal_crv4623,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1455/
1456,dynamax-crystal-crv4662,dynamax_crystal_crv4662,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1456/
1457,dynamax-crystal-crv4786,dynamax_crystal_crv4786,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1457/
1458,dynamax-crystal-aur1708,dynamax_crystal_aur1708,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1458/
1459,dynamax-crystal-aur2088,dynamax_crystal_aur2088,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1459/
1460,dynamax-crystal-aur1605,dynamax_crystal_aur1605,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1460/
1461,dynamax-crystal-aur2095,dynamax_crystal_aur2095,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1461/
1462,dynamax-crystal-aur1577,dynamax_crystal_aur1577,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1462/
1463,dynamax-crystal-aur1641,dynamax_crystal_aur1641,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1463/
1464,dynamax-crystal-aur1612,dynamax_crystal_aur1612,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1464/
1465,dynamax-crystal-pav7790,dynamax_crystal_pav7790,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1465/
1466,dynamax-crystal-cet911,dynamax_crystal_cet911,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1466/
1467,dynamax-crystal-cet681,dynamax_crystal_cet681,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1467/
1468,dynamax-crystal-cet188,dynamax_crystal_cet188,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1468/
1469,dynamax-crystal-cet539,dynamax_crystal_cet539,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1469/
1470,dynamax-crystal-cet804,dynamax_crystal_cet804,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1470/
1471,dynamax-crystal-cep8974,dynamax_crystal_cep8974,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1471/
1472,dynamax-crystal-cep8162,dynamax_crystal_cep8162,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1472/
1473,dynamax-crystal-cep8238,dynamax_crystal_cep8238,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1473/
1474,dynamax-crystal-cep8417,dynamax_crystal_cep8417,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1474/
1475,dynamax-crystal-cen5267,dynamax_crystal_cen5267,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1475/
1476,dynamax-crystal-cen5288,dynamax_crystal_cen5288,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1476/
1477,dynamax-crystal-cen551,dynamax_crystal_cen551,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1477/
1478,dynamax-crystal-cen5459,dynamax_crystal_cen5459,,20,dynamax-crystals,None,,,,https://pokeapi.co/api/v2/item/1478/
