id,name,description,champion_ids,image,sourceUrl
4571,TFT Inkborn Fables  - Master,,25,images/emotes/tft_inkborn_fables_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/rankedrewards/4571_tft_inkborn_fables___master_inventory.accessories_14_15.png
4572,TFT Inkborn Fables  - Grandmaster,,25,images/emotes/tft_inkborn_fables_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/rankedrewards/4572_tft_inkborn_fables___grandmaster_inventory.accessories_14_15.png
4573,TFT Inkborn Fables  - Challenger,,25,images/emotes/tft_inkborn_fables_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/rankedrewards/4573_tft_inkborn_fables___challenger_inventory.accessories_14_15.png
4574,TFT Inkborn Fables  - Double Up: Gold,,,images/emotes/tft_inkborn_fables_double_up_gold.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4574_tft_inkborn_fables___double_up_gold_inventory.accessories_14_15.png
4575,TFT Inkborn Fables  - Double Up: Platinum,,,images/emotes/tft_inkborn_fables_double_up_platinum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4575_tft_inkborn_fables___double_up_platinum_inventory.accessories_14_15.png
4576,TFT Inkborn Fables  - Double Up: Emerald,,,images/emotes/tft_inkborn_fables_double_up_emerald.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4576_tft_inkborn_fables___double_up_emerald_inventory.accessories_14_15.png
4577,TFT Inkborn Fables  - Double Up: Diamond,,,images/emotes/tft_inkborn_fables_double_up_diamond.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4577_tft_inkborn_fables___double_up_diamond_inventory.accessories_14_15.png
4578,TFT Inkborn Fables  - Double Up: Master,,,images/emotes/tft_inkborn_fables_double_up_master.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4578_tft_inkborn_fables___double_up_master_inventory.accessories_14_15.png
4579,TFT Inkborn Fables  - Double Up: Grandmaster,,,images/emotes/tft_inkborn_fables_double_up_grandmaster.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4579_tft_inkborn_fables___double_up_grandmaster_inventory.accessories_14_15.png
4580,TFT Inkborn Fables  - Double Up: Challenger,,,images/emotes/tft_inkborn_fables_double_up_challenger.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/doubleup/4580_tft_inkborn_fables___double_up_challenger_inventory.accessories_14_15.png
4581,2024 - Split 3 - Victorious Kog'Maw,,96,images/emotes/2024_split_3_victorious_kog_maw.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/rewards/ranked/2024/4581_2024__split_3__victorious_kogmaw_inventory.accessories_14_15.png
4582,God Of Lightning,,126,images/emotes/god_of_lightning.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worlds2023/4582_god_of_lightning_inventory.accessories_14_16.png
4583,Have A Break,,103,images/emotes/have_a_break.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/marketing/4583_have_a_break_inventory.accessories_14_16.png
4584,What Are Wolves?,,86,images/emotes/what_are_wolves.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/godking/4584_what_are_wolves_inventory.accessories_14_17.png
4585,You've Become Weak,,122,images/emotes/you_ve_become_weak.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/godking/4585_youve_become_weak_inventory.accessories_14_17.png
4586,LCS: NRG - 2024,,,images/emotes/lcs_nrg_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4586_lcs_nrg__2024_inventory.accessories_14_17.png
4587,LCS: DIG - Baron Throw,,,images/emotes/lcs_dig_baron_throw.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4587_lcs_dig__baron_throw_inventory.accessories_14_17.png
4588,LCS: FLY - 2024,,81,images/emotes/lcs_fly_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4588_lcs_fly__2024_inventory.accessories_14_17.png
4589,LCS: TL - FF Yet?,,17,images/emotes/lcs_tl_ff_yet.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4589_lcs_tl__ff_yet_inventory.accessories_14_17.png
4590,LCS: 100 - 2024,,84,images/emotes/lcs_100_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4590_lcs_100__2024_inventory.accessories_14_17.png
4591,LCS: IMT - 2024,,,images/emotes/lcs_imt_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4591_lcs_imt__2024_inventory.accessories_14_17.png
4592,LCS: SR - GG,,875,images/emotes/lcs_sr_gg.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4592_lcs_sr__gg_inventory.accessories_14_17.png
4593,LCS: C9 - You Serious?,,222,images/emotes/lcs_c9_you_serious.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4593_lcs_c9__you_serious_inventory.accessories_14_17.png
4594,LLA: EST - ESTuki,,,images/emotes/lla_est_estuki.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4594_lla_est__estuki_inventory.accessories_14_17.png
4595,LLA: 6K - Pengu Rizz,,,images/emotes/lla_6k_pengu_rizz.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4595_lla_6k__pengu_rizz_inventory.accessories_14_17.png
4596,LLA: LEV - 2024,,,images/emotes/lla_lev_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4596_lla_lev__2024_inventory.accessories_14_17.png
4597,LLA: INF - 2024,,497,images/emotes/lla_inf_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4597_lla_inf__2024_inventory.accessories_14_17.png
4598,LLA: ISG - 2024,,13,images/emotes/lla_isg_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4598_lla_isg__2024_inventory.accessories_14_17.png
4599,LLA: R7 - Teemewing,,17,images/emotes/lla_r7_teemewing.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4599_lla_r7__teemewing_inventory.accessories_14_17.png
4600,CBLOL: KBM - Hang Love,,,images/emotes/cblol_kbm_hang_love.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4600_cblol_kbm__hang_love_inventory.accessories_14_17.png
4601,CBLOL: FX - Shame,,81,images/emotes/cblol_fx_shame.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4601_cblol_fx__shame_inventory.accessories_14_17.png
4602,CBLOL: FUR - Whatever,,,images/emotes/cblol_fur_whatever.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4602_cblol_fur__whatever_inventory.accessories_14_17.png
4603,CBLOL: ITZ - What?,,,images/emotes/cblol_itz_what.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4603_cblol_itz__what_inventory.accessories_14_17.png
4604,CBLOL: LLL - LOUD LOVE,,,images/emotes/cblol_lll_loud_love.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4604_cblol_lll__loud_love_inventory.accessories_14_17.png
4605,CBLOL: PNG - NT,,,images/emotes/cblol_png_nt.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4605_cblol_png__nt_inventory.accessories_14_17.png
4606,CBLOL: RED - Peace,,,images/emotes/cblol_red_peace.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4606_cblol_red__peace_inventory.accessories_14_17.png
4607,CBLOL: VKS - ABSOLUTE CINEMA,,80,images/emotes/cblol_vks_absolute_cinema.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4607_cblol_vks__absolute_cinema_inventory.accessories_14_17.png
4608,CBLOL: LBR - Is For Me?,,254,images/emotes/cblol_lbr_is_for_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4608_cblol_lbr__is_for_me_inventory.accessories_14_17.png
4609,LEC: BDS - Bait Da Sardines,,,images/emotes/lec_bds_bait_da_sardines.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4609_lec_bds__bait_da_sardines_inventory.accessories_14_17.png
4610,"LEC: FNC - Thank You, Next",,,images/emotes/lec_fnc_thank_you_next.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4610_lec_fnc__thank_you_next_inventory.accessories_14_17.png
4611,LEC: G2 - ICANT,,,images/emotes/lec_g2_icant.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4611_lec_g2__icant_inventory.accessories_14_17.png
4612,LEC: GX - STONKS,,36,images/emotes/lec_gx_stonks.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4612_lec_gx__stonks_inventory.accessories_14_17.png
4613,LEC: KC - It's FF Time,,222,images/emotes/lec_kc_it_s_ff_time.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4613_lec_kc__its_ff_time_inventory.accessories_14_17.png
4614,LEC: MDK - TP Al Moco,,136,images/emotes/lec_mdk_tp_al_moco.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4614_lec_mdk__tp_al_moco_inventory.accessories_14_17.png
4615,LEC: RGE - Gift From The Heart,,,images/emotes/lec_rge_gift_from_the_heart.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4615_lec_rge__gift_from_the_heart_inventory.accessories_14_17.png
4616,LEC: SK - Sussy,,119,images/emotes/lec_sk_sussy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4616_lec_sk__sussy_inventory.accessories_14_17.png
4617,LEC: TH - Quackked,,,images/emotes/lec_th_quackked.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4617_lec_th__quackked_inventory.accessories_14_17.png
4618,LEC: VIT - Big B Energy,,,images/emotes/lec_vit_big_b_energy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4618_lec_vit__big_b_energy_inventory.accessories_14_17.png
4619,PCS: CFO - 2024,,223,images/emotes/pcs_cfo_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4619_pcs_cfo__2024_inventory.accessories_14_17.png
4620,PCS: DCG - Tears In Fire,,901,images/emotes/pcs_dcg_tears_in_fire.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4620_pcs_dcg__tears_in_fire_inventory.accessories_14_17.png
4621,PCS: FAK - 2024,,17,images/emotes/pcs_fak_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4621_pcs_fak__2024_inventory.accessories_14_17.png
4622,"PCS: HPS - No God, Please!",,79,images/emotes/pcs_hps_no_god_please.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4622_pcs_hps__no_god_please_inventory.accessories_14_17.png
4623,PCS: JT - TEAM Fighting,,20,images/emotes/pcs_jt_team_fighting.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4623_pcs_jt__team_fighting_inventory.accessories_14_17.png
4624,PCS: PSG - 2024,,145,images/emotes/pcs_psg_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4624_pcs_psg__2024_inventory.accessories_14_17.png
4625,PCS: WP - Irelia Win!,,39,images/emotes/pcs_wp_irelia_win.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4625_pcs_wp__irelia_win_inventory.accessories_14_17.png
4627,VCS: CES - 2024,,950,images/emotes/vcs_ces_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4627_vcs_ces__2024_inventory.accessories_14_17.png
4628,VCS: GAM - #GAMTIME,,,images/emotes/vcs_gam_gamtime.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4628_vcs_gam__gamtime_inventory.accessories_14_17.png
4629,VCS: TS - Keep It SECRET!,,84,images/emotes/vcs_ts_keep_it_secret.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4629_vcs_ts__keep_it_secret_inventory.accessories_14_17.png
4630,VCS: VKE - Copium,,897,images/emotes/vcs_vke_copium.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4630_vcs_vke__lemme_breathe_inventory.accessories_14_17.png
4631,VCS: TW - Whales Play,,105,images/emotes/vcs_tw_whales_play.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4631_vcs_tw__whales_play_inventory.accessories_14_17.png
4632,"VCS: MBE - Please God, Help Me!",,106,images/emotes/vcs_mbe_please_god_help_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4632_vcs_mbe__please_god_help_me_inventory.accessories_14_17.png
4634,VCS: TF - Watch Me!,,85,images/emotes/vcs_tf_watch_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4634_vcs_tf__watch_me_inventory.accessories_14_17.png
4635,LPL: AL - Well Played,,"17, 18",images/emotes/lpl_al_well_played.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4635_lpl_al__well_played_inventory.accessories_14_17.png
4636,LPL: BLG - Bluelue,,,images/emotes/lpl_blg_bluelue.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4636_lpl_blg__bluelue_inventory.accessories_14_17.png
4637,LPL: FPX - 2024,,34,images/emotes/lpl_fpx_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4637_lpl_fpx__2024_inventory.accessories_14_17.png
4638,LPL: IG - 2024,,,images/emotes/lpl_ig_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4638_lpl_ig__2024_inventory.accessories_14_17.png
4639,LPL: LNG - 2024,,901,images/emotes/lpl_lng_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4639_lpl_lng__2024_inventory.accessories_14_17.png
4640,LPL: NIP - Tea Goes First,,,images/emotes/lpl_nip_tea_goes_first.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4640_lpl_nip__tea_goes_first_inventory.accessories_14_17.png
4641,LPL: RA - 2024,,,images/emotes/lpl_ra_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4641_lpl_ra__2024_inventory.accessories_14_17.png
4642,LPL: RNG - Me?,,,images/emotes/lpl_rng_me.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4642_lpl_rng__me_inventory.accessories_14_17.png
4643,LPL: TES - Baron Call,,,images/emotes/lpl_tes_baron_call.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4643_lpl_tes__baron_call_inventory.accessories_14_17.png
4644,LPL: WBG - Cut It Out,,161,images/emotes/lpl_wbg_cut_it_out.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4644_lpl_wbg__cut_it_out_inventory.accessories_14_17.png
4645,LPL: WE - 2024,,,images/emotes/lpl_we_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4645_lpl_we__2024_inventory.accessories_14_17.png
4646,LPL: EDG - SO EZ,,,images/emotes/lpl_edg_so_ez.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4646_lpl_edg__so_ez_inventory.accessories_14_17.png
4647,LPL: JDG - Yummy,,17,images/emotes/lpl_jdg_yummy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4647_lpl_jdg__yummy_inventory.accessories_14_17.png
4648,LPL: LGD - 2024,,12,images/emotes/lpl_lgd_2024.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4648_lpl_lgd__2024_inventory.accessories_14_17.png
4649,LPL: OMG - Oh My God,,13,images/emotes/lpl_omg_oh_my_god.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4649_lpl_omg__oh_my_god_inventory.accessories_14_17.png
4650,LPL: TT - Good Luck! T T,,518,images/emotes/lpl_tt_good_luck_t_t.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4650_lpl_tt__good_luck_t_t_inventory.accessories_14_17.png
4651,LPL: UP - Please Stop,,,images/emotes/lpl_up_please_stop.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4651_lpl_up__please_stop_inventory.accessories_14_17.png
4652,LCK: GEN - GenRang Dab,,,images/emotes/lck_gen_genrang_dab.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4652_lck_gen__genrang_dab_inventory.accessories_14_17.png
4653,LCK: DRX - Cheers~ #DRX,,,images/emotes/lck_drx_cheers_drx.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4653_lck_drx__cheers_drx_inventory.accessories_14_17.png
4654,LCK: FOX - Hit! Yum!,,,images/emotes/lck_fox_hit_yum.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4654_lck_fox__hit_yum_inventory.accessories_14_17.png
4655,LCK: HLE - Angry Orange,,41,images/emotes/lck_hle_angry_orange.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4655_lck_hle__angry_orange_inventory.accessories_14_17.png
4656,LCK: NS - Yummy,,,images/emotes/lck_ns_yummy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4656_lck_ns__yummy_inventory.accessories_14_17.png
4657,LCK: DK - Annoying Maker,,,images/emotes/lck_dk_annoying_maker.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4657_lck_dk__annoying_maker_inventory.accessories_14_17.png
4658,LCK: T1 - GoaT1,,,images/emotes/lck_t1_goat1.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4658_lck_t1__goat1_inventory.accessories_14_17.png
4659,LCK: KDF - Bite It,,,images/emotes/lck_kdf_bite_it.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4659_lck_kdf__bite_it_inventory.accessories_14_17.png
4660,LCK: KT - Oh My God,,,images/emotes/lck_kt_oh_my_god.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4660_lck_kt__oh_my_god_inventory.accessories_14_17.png
4661,LCK: BRO - OK BRO,,,images/emotes/lck_bro_ok_bro.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4661_lck_bro__ok_bro_inventory.accessories_14_17.png
4663,CBLOL: LOS - BTW I Can't Hear You,,154,images/emotes/cblol_los_btw_i_can_t_hear_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/globalteam2024/4663_cblol_los__btw_i_cant_hear_you_inventory.accessories_14_17.png
4664,Lost And Forgotten,,111,images/emotes/lost_and_forgotten.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/mythic/4664_lost_and_forgotten_inventory.accessories_14_18.png
4665,It's MINE!,,99,images/emotes/it_s_mine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/worldsunlocked/4665_worlds_unlocked_lux_inventory.accessories_14_18.png
4666,Up To No Good,,17,images/emotes/up_to_no_good.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digitalesports/4666_up_to_no_good_inventory.accessories_14_18.png
4667,I WAS ROOTING FOR YOU,,233,images/emotes/i_was_rooting_for_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digitalesports/4667_i_was_rooting_for_you_inventory.accessories_14_18.png
4668,Here's To You,,79,images/emotes/here_s_to_you.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digitalesports/4668_heres_to_you_inventory.accessories_14_18.png
4669,You Don't Say,,121,images/emotes/you_don_t_say.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digitalesports/4669_you_dont_say_inventory.accessories_14_18.png
4670,Gasp!,,3,images/emotes/gasp.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digitalesports/4670_gasp_inventory.accessories_14_18.png
4671,I'm So Sorry. WHAT?,,61,images/emotes/i_m_so_sorry_what.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digitalesports/4671_im_so_sorry_what_inventory.accessories_14_18.png
4672,Oh My.,,,images/emotes/oh_my.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/esports/digitalesports/4672_oh_my_inventory.accessories_14_18.png
4673,AWW YEAH!,,99,images/emotes/aww_yeah.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/worlds2024/2024worlds_lux_awwyeah_inventory.accessories_14_18.png
4674,Moonlight Companion,,893,images/emotes/moonlight_companion.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/midautumn/4674_moonlight_companion_inventory.accessories_14_18.png
4676,Get Amped!,,221,images/emotes/get_amped.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/frightnight/4676_get_amped_inventory.accessories_14_19.png
4677,Dat Boi,,35,images/emotes/dat_boi.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/frightnight/4677_dat_boi_inventory.accessories_14_19.png
4678,Sweet Dreams,,20,images/emotes/sweet_dreams.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/frightnight/4678_sweet_dreams_inventory.accessories_14_19.png
4679,Revenge Will be Mine,,45,images/emotes/revenge_will_be_mine.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/events/frightnight/4679_how_could_you_inventory.accessories_14_19.png
4680,Easy!,,61,images/emotes/easy.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/4680_easy_inventory.accessories_14_19.png
4681,Sweating Blitzcrank,,53,images/emotes/sweating_blitzcrank.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/4681_sweating_blitzcrank_inventory.accessories_14_19.png
4682,Hrmph...,,84,images/emotes/hrmph.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/loadouts/summoneremotes/tft/4682_hrmph_inventory.accessories_14_19.png
