champion,champion_id,slot,name,description,tooltip,cooldown,cost,range,resource,image,image_large,sourceUrl
Jinx,222,P,Get Excited!,"Jinx receives massively increased Move Speed and Attack Speed whenever she helps kill or destroy an enemy champions epic jungle monster, or structure.",,,,,,champions/Jinx/images/abilities/get_excited.png,champions/Jinx/images/abilities/get_excited.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/jinx/hud/icons2d/jinx_passive.png
Jinx,222,Q,Switcheroo!,"Jinx modifies her basic attacks by swapping between Pow-Pow, her minigun and Fishbones, her rocket launcher. Attacks with Pow-Pow grant Attack Speed, while attacks with Fishbones deal area of effect damage, gain increased range, but drain Mana and attack slower.","Jinx swaps weapons between Fishbones the rocket launcher and Pow-Pow the minigun. While using the rocket launcher, Jinx's Attacks deal {{ rocketdamage }} physical damage to the target and nearby enemies, gain {{ rocketbonusrange }} range, cost Mana, and scale {{ rocketaspdpenalty*100 }}% less with bonus Attack Speed. While using the minigun, Jinx's Attacks grant Attack Speed for {{ minigunattackspeedduration }} seconds, stacking up to {{ minigunattackspeedstacks }} times ( +{{ minigunattackspeedmax }}% %i:scaleAS% max ).{{ spellmodifierdescriptionappend }}",0.9,20,600,{{ cost }} Mana Per Rocket,champions/Jinx/images/abilities/switcheroo.png,champions/Jinx/images/abilities/switcheroo.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/jinx/hud/icons2d/jinx_q1.png
Jinx,222,W,Zap!,"Jinx uses Zapper, her shock pistol, to fire a blast that deals damage to the first enemy hit, slowing and revealing it.","Jinx fires a shock blast that deals {{ totaldamage }} physical damage to the first enemy hit, Slows them by {{ slowpercent }}%, and reveals them for {{ slowduration }} seconds.{{ spellmodifierdescriptionappend }}",8/7/6/5/4,40/45/50/55/60,1450,{{ cost }} {{ abilityresourcename }},champions/Jinx/images/abilities/zap.png,champions/Jinx/images/abilities/zap.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/jinx/hud/icons2d/jinx_w.png
Jinx,222,E,Flame Chompers!,"Jinx throws out a line of snare grenades that explode after 5 seconds, lighting enemies on fire. Flame Chompers will bite enemy champions who walk over them, rooting them in place.","Jinx tosses out 3 chompers that last for {{ grenadeduration }} seconds. They explode on contact with enemy champions, Rooting them for {{ rootduration }} seconds and dealing {{ totaldamage }} magic damage to nearby enemies.{{ spellmodifierdescriptionappend }}",24/20.5/17/13.5/10,90,925,{{ cost }} {{ abilityresourcename }},champions/Jinx/images/abilities/flame_chompers.png,champions/Jinx/images/abilities/flame_chompers.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/jinx/hud/icons2d/jinx_e.png
Jinx,222,R,Super Mega Death Rocket!,"Jinx fires a super rocket across the map that gains damage as it travels. The rocket will explode upon colliding with an enemy champion, dealing damage to it and surrounding enemies based on their missing Health.","Jinx fires a rocket that explodes on the first enemy champion hit, dealing {{ damagefloor }} to {{ damagemax }} + {{ percentdamage }}% missing Health physical damage , gaining damage over the first second of travel time. Nearby enemies take {{ aoedamagemult*100 }}% Damage. Missing Health damage cannot exceed {{ monsterexecutemax }} against Monsters. {{ spellmodifierdescriptionappend }}",85/65/45,100,25000,{{ cost }} {{ abilityresourcename }},champions/Jinx/images/abilities/super_mega_death_rocket.png,champions/Jinx/images/abilities/super_mega_death_rocket.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/jinx/hud/icons2d/jinx_r.png
Senna,235,P,Absolution,"When units die near Senna, their souls are periodically trapped by the Black Mist. Senna can attack these souls to free them, absorbing the Mist that held them in death. Mist fuels her Relic Cannon's power with increased Attack Damage, Attack Range, and Critical Strike Chance. Attacks from Senna's Relic Cannon take longer to fire, deal bonus damage, and briefly grant her a portion of her target's Move Speed.",,,,,,champions/Senna/images/abilities/absolution.png,champions/Senna/images/abilities/absolution.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/senna/hud/icons2d/senna_passive.png
Senna,235,Q,Piercing Darkness,"From the twin barrels of her Relic Cannon, Senna fires a unified beam of light and shadow through a target, healing allies and damaging enemies.","Senna shoots a bolt of piercing shadow through an ally or enemy, dealing {{ totaldamage }} physical damage to enemies and Slowing them by {{ totalslow }} for {{ slowduration }} second(s). Restores {{ totalheal }} Health to allied champions. Attacks reduce this Ability's Cooldown by {{ cdreductiononhit }} second.{{ spellmodifierdescriptionappend }}",15,70/80/90/100/110,600,{{ cost }} {{ abilityresourcename }},champions/Senna/images/abilities/piercing_darkness.png,champions/Senna/images/abilities/piercing_darkness.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/senna/hud/icons2d/senna_q.png
Senna,235,W,Last Embrace,"Senna sends forth a wave of Black Mist. If it hits an enemy it latches onto them hungrily, rooting them and everything nearby after a brief delay.","Senna sends forth the Black Mist, dealing {{ damage }} physical damage to the first enemy hit. After a {{ delaytime }} second delay the target and other nearby enemies are Rooted for {{ rootduration }} second(s).{{ spellmodifierdescriptionappend }}",11,50/55/60/65/70,1250,{{ cost }} {{ abilityresourcename }},champions/Senna/images/abilities/last_embrace.png,champions/Senna/images/abilities/last_embrace.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/senna/hud/icons2d/senna_w.png
Senna,235,E,Curse of the Black Mist,"Senna draws the Mist she has stored in her weapon into a storm around her, embracing darkness and becoming a wraith within. Allies who enter the area are camouflaged and also appear as wraiths as the Mist shrouds them. Wraiths gain increased Move Speed, are unselectable, and hide their identities.","Senna dissolves into a cloud of Black Mist for {{ buffduration }} seconds, becoming a Wraith. Allied champions who enter the Mist are Camouflaged and become Wraiths when they leave. Wraiths gain {{ totalms }} Move Speed , are Unselectable, and hide their identities as long as no enemy champions are nearby.{{ spellmodifierdescriptionappend }}",26/24.5/23/21.5/20,70,400,{{ cost }} {{ abilityresourcename }},champions/Senna/images/abilities/curse_of_the_black_mist.png,champions/Senna/images/abilities/curse_of_the_black_mist.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/senna/hud/icons2d/senna_e.png
Senna,235,R,Dawning Shadow,"Senna calls upon the relic stones of fallen Sentinels, splitting her relic cannon into a holy array of shadow and light. She then fires a global beam that shields allies from harm, while damaging enemies caught in the center.",Senna fires a beam of light that deals {{ totaldamage }} physical damage to all enemy champions hit. Allied champions hit in a wider area receive {{ totalshield }} Shield for {{ shieldduration }} seconds.{{ spellmodifierdescriptionappend }},140/120/100,100,25000,{{ cost }} {{ abilityresourcename }},champions/Senna/images/abilities/dawning_shadow.png,champions/Senna/images/abilities/dawning_shadow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/senna/hud/icons2d/senna_r.png
Miss Fortune,21,P,Love Tap,Miss Fortune deals bonus physical damage whenever she basic attacks a new target.,,,,,,champions/MissFortune/images/abilities/love_tap.png,champions/MissFortune/images/abilities/love_tap.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/missfortune/hud/icons2d/missfortune_w.png
Miss Fortune,21,Q,Double Up,"Miss Fortune fires a bullet at an enemy, damaging them and a target behind them. Both strikes can also apply Love Tap.","Miss Fortune fires a bouncing shot, dealing {{ totaldamagetooltip }} physical damage to an enemy and to another one behind them. The second shot can critically strike. It always critically strikes if the first shot kills its target. {{ spellmodifierdescriptionappend }}",7/6/5/4/3,40,650,{{ cost }} {{ abilityresourcename }},champions/MissFortune/images/abilities/double_up.png,champions/MissFortune/images/abilities/double_up.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/missfortune/hud/icons2d/missfortune_q.png
Miss Fortune,21,W,Strut,"Miss Fortune passively gains Move Speed when not attacked. This ability can be activated to grant bonus Attack Speed for a short duration. While it's on cooldown, Love Taps reduce the remaining cooldown of Strut.","Passive: After {{ passivebasemsooc }} seconds of not taking damage, Miss Fortune gains {{ passivebasems }} Move Speed . After another {{ passivemaxmsextraooc }} seconds, this increases to {{ passivemaxms }} . Active: Gain the passive effect's full Move Speed bonus and {{ activeas*100 }}% Attack Speed for {{ activeduration }} seconds. Love Taps reduce the Cooldown of this Ability by {{ lovetaprefund }} seconds.{{ spellmodifierdescriptionappend }}",12,45,600,{{ cost }} {{ abilityresourcename }},champions/MissFortune/images/abilities/strut.png,champions/MissFortune/images/abilities/strut.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/missfortune/hud/icons2d/missfortune_passive.png
Miss Fortune,21,E,Make It Rain,"Miss Fortune reveals an area with a flurry of bullets, dealing waves of damage to opponents and slowing them.","Miss Fortune rains bullets, revealing an area, Slowing by {{ totalslowamount }} and dealing {{ totaldamagepersecond }} magic damage per second for {{ baseduration }} seconds (total {{ totaldamage }} magic damage ).{{ spellmodifierdescriptionappend }}",18/17/16/15/14,80,1000,{{ cost }} {{ abilityresourcename }},champions/MissFortune/images/abilities/make_it_rain.png,champions/MissFortune/images/abilities/make_it_rain.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/missfortune/hud/icons2d/missfortune_e.png
Miss Fortune,21,R,Bullet Time,"Miss Fortune channels a barrage of bullets into a cone in front of her, dealing large amounts of damage to enemies. Each wave of Bullet Time can critically strike","Miss Fortune channels a barrage of bullets, firing {{ totalwaves }} waves over {{ totalchannelduration }} seconds, dealing {{ physicaldamageperwave }} physical damage per wave (total {{ totalphysicaldamage }} physical damage ). Each wave can critically strike for %i:scaleCrit% {{ physicalcritperwave }} physical damage (total %i:scaleCrit% {{ totalphysicalcritdamage }} physical damage ).{{ spellmodifierdescriptionappend }}",120/110/100,100,25000,{{ cost }} {{ abilityresourcename }},champions/MissFortune/images/abilities/bullet_time.png,champions/MissFortune/images/abilities/bullet_time.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/missfortune/hud/icons2d/missfortune_r.png
Nidalee,76,P,Prowl,"Moving through brush increases Nidalee's Move Speed by 10% for 2 seconds, increased to 30% toward visible enemy champions within 1400 range. Hitting champions or monsters with Javelin Toss or Bushwhack triggers a Hunt , granting True Sight of them for 4 seconds. During this time, Nidalee gains 10% Move Speed (increased to 30% toward the Hunted target) and her Takedown and Pounce are enhanced against them.",,,,,,champions/Nidalee/images/abilities/prowl.png,champions/Nidalee/images/abilities/prowl.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nidalee/hud/icons2d/nidalee_passive.png
Nidalee,76,Q,Javelin Toss / Takedown,"In human form, Nidalee throws a spiked javelin at her target that gains damage as it flies.  As a cougar, her next attack will attempt to fatally wound her target, dealing more damage the less life they have.","Human Form: Nidalee throws her javelin, dealing {{ humanminimumdamage }} magic damage , increased up to {{ humanmaximumdamage }} magic damage based on distance flown.{{ spellmodifierdescriptionappend }}",6,50/55/60/65/70,1500,{{ cost }} {{ abilityresourcename }},champions/Nidalee/images/abilities/javelin_toss_takedown.png,champions/Nidalee/images/abilities/javelin_toss_takedown.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nidalee/hud/icons2d/nidalee_q1.png
Nidalee,76,W,Bushwhack / Pounce,"In human form, Nidalee lays a trap for unwary opponents that, when sprung, damages and reveals its target. As a cougar, she jumps in a direction, dealing damage in an area where she lands.","Human Form: Nidalee places an invisible trap for 2 minutes. When an enemy walks over it, they are dealt {{ damagepersecond }} magic damage per second for {{ e3 }} seconds. {{ maxtraps }} traps may be active at once.{{ spellmodifierdescriptionappend }}",13/12/11/10/9,30/35/40/45/50,900,{{ cost }} {{ abilityresourcename }},champions/Nidalee/images/abilities/bushwhack_pounce.png,champions/Nidalee/images/abilities/bushwhack_pounce.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nidalee/hud/icons2d/nidalee_w1.png
Nidalee,76,E,Primal Surge / Swipe,"In human form, Nidalee channels the spirit of the cougar to heal her allies and imbue them with Attack Speed for a short duration. As a cougar, she claws in a direction, dealing damage to enemies in front of her.",Human Form: Nidalee restores {{ totalhealing }} Health increased up to {{ maxhealing }} based on missing Health and grants them {{ bonusas*100 }}% Attack Speed for {{ asduration }} seconds.{{ spellmodifierdescriptionappend }},12,50/55/60/65/70,900,{{ cost }} {{ abilityresourcename }},champions/Nidalee/images/abilities/primal_surge_swipe.png,champions/Nidalee/images/abilities/primal_surge_swipe.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nidalee/hud/icons2d/nidalee_e1.png
Nidalee,76,R,Aspect Of The Cougar,"Nidalee transforms into a cougar, gaining new abilities.","Passive: While in Human Form , applying Hunted refreshes this Ability's Cooldown. Human Form: Nidalee transforms into Cougar Form , gaining melee Attacks and replacing her Active Abilities. Cougar Form: Nidalee transforms into Human Form , gaining ranged Attacks and replacing her Active Abilities.{{ spellmodifierdescriptionappend }}",3,0,20,No Cost,champions/Nidalee/images/abilities/aspect_of_the_cougar.png,champions/Nidalee/images/abilities/aspect_of_the_cougar.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/nidalee/hud/icons2d/nidalee_r1.png
Trundle,48,P,King's Tribute,"When an enemy unit dies near Trundle, he heals for a percent of its maximum Health.",,,,,,champions/Trundle/images/abilities/king_s_tribute.png,champions/Trundle/images/abilities/king_s_tribute.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/trundle/hud/icons2d/trundle_passive.png
Trundle,48,Q,Chomp,"Trundle bites his opponent, dealing damage, briefly slowing and sapping some of their Attack Damage.","Trundle's next Attack deals {{ totaldamage }} physical damage and briefly Slows by {{ slowamount*100 }}%, then Trundle gains {{ bonusad }} Attack Damage for {{ sapdebuffduration }} seconds and the enemy loses {{ sappedad*-1 }} Attack Damage for the same duration.{{ spellmodifierdescriptionappend }}",3.5,20,300,{{ cost }} {{ abilityresourcename }},champions/Trundle/images/abilities/chomp.png,champions/Trundle/images/abilities/chomp.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/trundle/hud/icons2d/trundle_q.png
Trundle,48,W,Frozen Domain,"Trundle turns target location into his domain, gaining Attack Speed, Move Speed, and increased healing from all sources while on it.","Trundle freezes an area for {{ e4 }} seconds. While inside he gains {{ e1 }}% Move Speed , {{ e2 }}% Attack Speed , and {{ e3 }}% increased healing.{{ spellmodifierdescriptionappend }}",18/17/16/15/14,40,750,{{ cost }} {{ abilityresourcename }},champions/Trundle/images/abilities/frozen_domain.png,champions/Trundle/images/abilities/frozen_domain.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/trundle/hud/icons2d/trundle_w.png
Trundle,48,E,Pillar of Ice,"Trundle creates an ice pillar at target location, becoming impassable terrain and slowing all nearby enemy units.","Trundle creates an icy pillar for {{ e1 }} seconds, briefly Knocking Back enemies directly over it and Slowing nearby enemies by {{ e2 }}%.{{ spellmodifierdescriptionappend }}",21/19.5/18/16.5/15,75,1000,{{ cost }} {{ abilityresourcename }},champions/Trundle/images/abilities/pillar_of_ice.png,champions/Trundle/images/abilities/pillar_of_ice.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/trundle/hud/icons2d/trundle_e.png
Trundle,48,R,Subjugate,"Trundle immediately steals a percent of his target's Health, Armor and Magic Resistance. Over the next 4 seconds the amount of Health, Armor, and Magic Resistance stolen is doubled.","Trundle drains the lifeforce of an enemy champion, dealing {{ totalpercenthpdamage }} max Health magic damage and stealing {{ armormrshred*100 }}% Armor and Magic Resist over {{ actualdurationofdrainbuff }} seconds.{{ spellmodifierdescriptionappend }}",120/100/80,100,650,{{ cost }} {{ abilityresourcename }},champions/Trundle/images/abilities/subjugate.png,champions/Trundle/images/abilities/subjugate.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/trundle/hud/icons2d/trundle_r.png
Illaoi,420,P,Prophet of an Elder God,"Illaoi and the Vessels she creates spawn Tentacles on nearby impassible terrain. Tentacles swing at spirits, Vessels , and victims of Illaoi's Harsh lesson. Tentacles deal physical damage to enemies hit, and will heal Illaoi if they damage a champion.",,,,,,champions/Illaoi/images/abilities/prophet_of_an_elder_god.png,champions/Illaoi/images/abilities/prophet_of_an_elder_god.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/illaoi/hud/icons2d/illaoi_p.png
Illaoi,420,Q,Tentacle Smash,"Increases the damage dealt by Tentacles. When activated, Illaoi smashes down a Tentacle that deals physical damage.","Passive: Slam damage is increased by {{ spell.illaoiq:tentacledamageamp*100 }}% (currently {{ spell.illaoiq:tentacledamagetotal }} physical damage ). Active: Illaoi swings her idol, causing a Tentacle to Slam forward.{{ spellmodifierdescriptionappend }}",10/9/8/7/6,40/45/50/55/60,850,{{ cost }} {{ abilityresourcename }},champions/Illaoi/images/abilities/tentacle_smash.png,champions/Illaoi/images/abilities/tentacle_smash.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/illaoi/hud/icons2d/illaoi_q.png
Illaoi,420,W,Harsh Lesson,"Illaoi leaps to her target, dealing physical damage and causing nearby Tentacles to also swing at the target.","Illaoi's next Attack causes her to leap at the target, dealing an additional {{ healthpercenttotal }} max Health physical damage . When she strikes, nearby Tentacles will Slam at the target.{{ spellmodifierdescriptionappend }}",4,30,400,{{ cost }} {{ abilityresourcename }},champions/Illaoi/images/abilities/harsh_lesson.png,champions/Illaoi/images/abilities/harsh_lesson.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/illaoi/hud/icons2d/illaoi_w.png
Illaoi,420,E,Test of Spirit,"Illaoi rips the spirit from a foe's body, forcing it to stand before her. Spirits echo a percentage of the damage they take to the original target. If killed, or if the target gets too far from the spirit, the target will become a Vessel and begin spawning Tentacles.","Illaoi pulls the spirit from an enemy champion for {{ spiritduration }} seconds. The spirit can be damaged like a champion, with {{ echopercent }} of that damage echoing to its owner. If the spirit dies or the target leaves its range, the target becomes marked for {{ vesselduration }} seconds and is Slowed by {{ slowamount*100 }}% for {{ slowduration }} seconds. Marked enemies spawn Tentacles if possible. Tentacles will automatically Slam at spirits and marked enemies once every {{ timebetweenvesseltentacleslams }} seconds.{{ spellmodifierdescriptionappend }}",16/15/14/13/12,35/40/45/50/55,900,{{ cost }} {{ abilityresourcename }},champions/Illaoi/images/abilities/test_of_spirit.png,champions/Illaoi/images/abilities/test_of_spirit.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/illaoi/hud/icons2d/illaoi_e.png
Illaoi,420,R,Leap of Faith,"Illaoi smashes her idol into the ground, dealing physical damage to nearby enemies. A Tentacle spawns for each enemy champion hit.","Illaoi smashes her idol into the ground, dealing {{ damagecalc }} physical damage to nearby enemies and spawning a Tentacle for each enemy champion hit. For the next {{ duration }} seconds, Tentacles are untargetable and Slam 50% faster, and Harsh Lesson has a {{ spell.illaoiw:cooldownduringr }} second cooldown.{{ spellmodifierdescriptionappend }}",120/95/70,100,450,{{ cost }} {{ abilityresourcename }},champions/Illaoi/images/abilities/leap_of_faith.png,champions/Illaoi/images/abilities/leap_of_faith.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/illaoi/hud/icons2d/illaoi_r.png
Gnar,150,P,Rage Gene,"While in combat Gnar generates Rage. At maximum Rage his next ability will transform him into Mega Gnar, granting increased survivability and access to new spells.",,,,,,champions/Gnar/images/abilities/rage_gene.png,champions/Gnar/images/abilities/rage_gene.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gnar/hud/icons2d/gnar_passive.png
Gnar,150,Q,Boomerang Throw / Boulder Toss,"Gnar throws a boomerang that damages and slows enemies it hits before returning to him. If he catches the boomerang its cooldown is reduced. Mega Gnar instead throws a boulder that stops on the first unit hit, damaging and slowing everything nearby. It can then be picked up to reduce the cooldown.","Mini Gnar: Gnar throws a boomerang that deals {{ spell.gnarq:minitotaldamage }} physical damage and Slows by {{ spell.gnarq:slowamount*100 }}% for {{ spell.gnarq:slowduration }} seconds. The boomerang returns after hitting an enemy, dealing reduced damage to subsequent targets. Each enemy can only be hit once. Catching the boomerang reduces its Cooldown by {{ spell.gnarq:minicdrefund*100 }}%.{{ spellmodifierdescriptionappend }}",16/14.5/13/11.5/10,0,1100,No Cost,champions/Gnar/images/abilities/boomerang_throw_boulder_toss.png,champions/Gnar/images/abilities/boomerang_throw_boulder_toss.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gnar/hud/icons2d/gnar_q.png
Gnar,150,W,Hyper / Wallop,"Gnar's attacks and spells hype him up, dealing bonus damage and granting him Move Speed. Mega Gnar is too enraged to be hyper and instead can rear up on his hind legs and smash down on the area in front of him, stunning enemies in an area.",Mini Gnar Passive: Every third Attack or Ability on the same enemy deals an additional {{ spell.gnarw:minitotaldamage }} plus {{ spell.gnarw:minipercenthpdamage*100 }}% max Health magic damage and grants {{ spell.gnarr:rhypermovementspeedpercent }}% Move Speed decaying over {{ spell.gnarw:minihasteduration }} seconds.{{ spellmodifierdescriptionappend }},7,0,0,No Cost,champions/Gnar/images/abilities/hyper_wallop.png,champions/Gnar/images/abilities/hyper_wallop.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gnar/hud/icons2d/gnar_w.png
Gnar,150,E,Hop / Crunch,"Gnar leaps to a location and bounces off the head of any unit he lands on, traveling further. Mega Gnar is too large to bounce and instead lands with earth-shattering force, dealing damage in an area around him.","Mini Gnar: Gnar leaps, gaining {{ spell.gnare:minibas*100 }}% Attack Speed for {{ spell.gnare:miniasduration }} seconds. If Gnar lands on a unit he will bounce off it, traveling further. Bouncing off an enemy deals {{ spell.gnare:minitotaldamage }} physical damage and briefly Slows by {{ spell.gnare:movespeedmod*-100 }}%.{{ spellmodifierdescriptionappend }}",22/19.5/17/14.5/12,0,475,No Cost,champions/Gnar/images/abilities/hop_crunch.png,champions/Gnar/images/abilities/hop_crunch.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gnar/hud/icons2d/gnar_e.png
Gnar,150,R,GNAR!,"Mega Gnar throws everything around him in a chosen direction, dealing damage and slowing them.  Any enemy that hits a wall is stunned and takes bonus damage.","Mini Gnar Passive: Increase Hyper's Move Speed . Mega Gnar: Gnar tosses nearby enemies, dealing {{ damage }} physical damage , Knocking Back , and Slowing them by {{ rslowpercent }}% for {{ rccduration }} seconds. Enemies that hit a wall instead take {{ walldamage }} physical damage and are Stunned .{{ spellmodifierdescriptionappend }}",90/60/30,0,590,No Cost,champions/Gnar/images/abilities/gnar.png,champions/Gnar/images/abilities/gnar.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/gnar/hud/icons2d/gnarbig_r.png
Morgana,25,P,Soul Siphon,"Morgana drains spirit from her enemies, healing as she deals damage to champions, large minions, and medium and larger jungler monsters.",,,,,,champions/Morgana/images/abilities/soul_siphon.png,champions/Morgana/images/abilities/soul_siphon.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/morgana/hud/icons2d/fallenangel_empathize.png
Morgana,25,Q,Dark Binding,"Morgana binds an enemy in place with dark magic, forcing them to feel the pain they've caused and dealing magic damage.",Morgana hurls a blast of starfire that Roots the first enemy hit for {{ rootduration }} seconds and deals {{ totaldamage }} magic damage .{{ spellmodifierdescriptionappend }},10,50/55/60/65/70,1250,{{ cost }} {{ abilityresourcename }},champions/Morgana/images/abilities/dark_binding.png,champions/Morgana/images/abilities/dark_binding.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/morgana/hud/icons2d/fallenangel_darkbinding.png
Morgana,25,W,Tormented Shadow,"Morgana casts a cursed shadow on an area, damaging enemies who dare stand in her dark circle. They receive magic damage over time, which increases the lower health they are.","Morgana ignites the ground for {{ wduration }} seconds, dealing {{ totalmindamage }} magic damage per second, increased by up to {{ totalmaxdamage }} based on the targets' missing Health. This Ability's Cooldown is reduced by {{ cdrefundpercent*100 }}% every time Morgana is healed by Soul Siphon .{{ spellmodifierdescriptionappend }}",12,70/80/90/100/110,900,{{ cost }} {{ abilityresourcename }},champions/Morgana/images/abilities/tormented_shadow.png,champions/Morgana/images/abilities/tormented_shadow.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/morgana/hud/icons2d/fallenangel_tormentedsoil.png
Morgana,25,E,Black Shield,"Morgana anoints an ally with a protective barrier of starfire, which absorbs magical damage and disabling effects until it is broken.",Morgana grants an ally champion {{ totalshieldstrength }} Magic Shield for {{ shieldduration }} seconds. The shield prevents Disabling and Immobilizing effects until it breaks.{{ spellmodifierdescriptionappend }},26/23.5/21/18.5/16,80,800,{{ cost }} {{ abilityresourcename }},champions/Morgana/images/abilities/black_shield.png,champions/Morgana/images/abilities/black_shield.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/morgana/hud/icons2d/fallenangel_blackshield.png
Morgana,25,R,Soul Shackles,"Morgana unleashes the full force of her Celestial power as she unbinds her wings and hovers above the ground. She lashes chains of dark pain onto nearby enemy champions, gaining Move Speed. The chains slow and deal initial damage and, after a delay, stun those who are unable to break them.","Morgana chains herself to nearby enemy Champions, dealing {{ totaldamage }} magic damage and Slowing them by {{ slowpercent }}%. After {{ chainduration }} seconds, enemies unable to break the chains take an additional {{ totaldamage }} magic damage and are Stunned for {{ stunduration }} seconds. While casting this Ability, Morgana gains {{ hastepercent }}% Move Speed .{{ spellmodifierdescriptionappend }}",120/110/100,100,625,{{ cost }} {{ abilityresourcename }},champions/Morgana/images/abilities/soul_shackles.png,champions/Morgana/images/abilities/soul_shackles.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/morgana/hud/icons2d/fallenangel_purgatory.png
Xerath,101,P,Mana Surge,"Xerath's basic attacks periodically restore Mana. Whenever Xerath kills a unit, this cooldown is reduced.",,,,,,champions/Xerath/images/abilities/mana_surge.png,champions/Xerath/images/abilities/mana_surge.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/xerath/hud/icons2d/xerath_passive1.png
Xerath,101,Q,Arcanopulse,"Fires a long-range beam of energy, dealing magic damage to all targets hit.","Begin Charging: Xerath begins charging an arcane beam, Slowing himself gradually up to 50%. Release: Xerath fires the beam, dealing {{ tooltiptotaldamage }} magic damage . The range increases with time charged.{{ spellmodifierdescriptionappend }}",9/8/7/6/5,80/90/100/110/120,750,{{ cost }} {{ abilityresourcename }},champions/Xerath/images/abilities/arcanopulse.png,champions/Xerath/images/abilities/arcanopulse.png,https://raw.communitydragon.org/latest/plugins/rcp-be-lol-game-data/global/default/assets/characters/xerath/hud/icons2d/xerath_q1.png
